     |   0 |  1 |  2 |  3 |  4 |  5 |  6 |  7 |  8 |  9 | 10 | 11 | 12 | 13 | 14 | 15
-----+-----+----+----+----+----+----+----+----+----+----+----+----+----+----+----+----
   0 |   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
   1 |   2    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0
   2 |   3    2    1    1    0    0    0    0    0    0    0    0    0    0    0    0
   3 |   5    3    2    1    1    0    0    0    0    0    0    0    0    0    0    0
   4 |   7    4    3    2    1    1    0    0    0    0    0    0    0    0    0    0
   5 |   8    6    4    3    2    1    1    0    0    0    0    0    0    0    0    0
   6 |  10    7    5    3    2    1    1    0    0    0    0    0    0    0    0    0
   7 |  11    8    5    4    2    2    1    1    0    0    0    0    0    0    0    0
   8 |  13    9    6    4    3    2    1    1    0    0    0    0    0    0    0    0
   9 |  14   10    7    5    3    2    1    1    0    0    0    0    0    0    0    0
  10 |  16   11    8    5    4    2    2    1    1    0    0    0    0    0    0    0
  11 |  18   12    9    6    4    3    2    1    1    0    0    0    0    0    0    0
  12 |  19   13    9    6    4    3    2    1    1    0    0    0    0    0    0    0
  13 |  21   14   10    7    5    3    2    1    1    0    0    0    0    0    0    0
  14 |  22   16   11    8    5    4    2    2    1    1    0    0    0    0    0    0
  15 |  24   17   12    8    6    4    3    2    1    1    0    0    0    0    0    0
  16 |  25   18   12    9    6    4    3    2    1    1    0    0    0    0    0    0
  17 |  27   19   13    9    6    4    3    2    1    1    0    0    0    0    0    0
  18 |  28   20   14   10    7    5    3    2    1    1    0    0    0    0    0    0
  19 |  30   21   15   10    7    5    3    2    1    1    0    0    0    0    0    0
  20 |  32   22   16   11    8    5    4    2    2    1    1    0    0    0    0    0
  21 |  33   23   16   11    8    5    4    2    2    1    1    0    0    0    0    0
  22 |  35   24   17   12    8    6    4    3    2    1    1    0    0    0    0    0
  23 |  36   25   18   12    9    6    4    3    2    1    1    0    0    0    0    0
  24 |  38   27   19   13    9    6    4    3    2    1    1    0    0    0    0    0
  25 |  39   28   19   14    9    7    4    3    2    1    1    0    0    0    0    0
  26 |  41   29   20   14   10    7    5    3    2    1    1    0    0    0    0    0
  27 |  42   30   21   15   10    7    5    3    2    1    1    0    0    0    0    0
  28 |  44   31   22   15   11    7    5    3    2    1    1    0    0    0    0    0
  29 |  46   32   23   16   11    8    5    4    2    2    1    1    0    0    0    0
  30 |  47   33   23   16   11    8    5    4    2    2    1    1    0    0    0    0
  31 |  49   34   24   17   12    8    6    4    3    2    1    1    0    0    0    0
  32 |  50   35   25   17   12    8    6    4    3    2    1    1    0    0    0    0
  33 |  52   36   26   18   13    9    6    4    3    2    1    1    0    0    0    0
  34 |  53   37   26   18   13    9    6    4    3    2    1    1    0    0    0    0
  35 |  55   39   27   19   13    9    6    4    3    2    1    1    0    0    0    0
  36 |  56   40   28   20   14   10    7    5    3    2    1    1    0    0    0    0
  37 |  58   41   29   20   14   10    7    5    3    2    1    1    0    0    0    0
  38 |  59   42   29   21   14   10    7    5    3    2    1    1    0    0    0    0
  39 |  61   43   30   21   15   10    7    5    3    2    1    1    0    0    0    0
  40 |  62   44   31   22   15   11    7    5    3    2    1    1    0    0    0    0
  41 |  64   45   32   22   16   11    8    5    4    2    2    1    1    0    0    0
  42 |  65   46   32   23   16   11    8    5    4    2    2    1    1    0    0    0
  43 |  67   47   33   23   16   11    8    5    4    2    2    1    1    0    0    0
  44 |  68   48   34   24   17   12    8    6    4    3    2    1    1    0    0    0
  45 |  70   49   35   24   17   12    8    6    4    3    2    1    1    0    0    0
  46 |  71   50   35   25   17   12    8    6    4    3    2    1    1    0    0    0
  47 |  73   51   36   25   18   12    9    6    4    3    2    1    1    0    0    0
  48 |  74   52   37   26   18   13    9    6    4    3    2    1    1    0    0    0
  49 |  76   53   38   26   19   13    9    6    4    3    2    1    1    0    0    0
  50 |  77   55   38   27   19   13    9    6    4    3    2    1    1    0    0    0
  51 |  79   56   39   28   19   14    9    7    4    3    2    1    1    0    0    0
  52 |  80   57   40   28   20   14   10    7    5    3    2    1    1    0    0    0
  53 |  82   58   41   29   20   14   10    7    5    3    2    1    1    0    0    0
  54 |  83   59   41   29   20   14   10    7    5    3    2    1    1    0    0    0
  55 |  85   60   42   30   21   15   10    7    5    3    2    1    1    0    0    0
  56 |  86   61   43   30   21   15   10    7    5    3    2    1    1    0    0    0
  57 |  88   62   44   31   22   15   11    7    5    3    2    1    1    0    0    0
  58 |  89   63   44   31   22   15   11    7    5    3    2    1    1    0    0    0
  59 |  91   64   45   32   22   16   11    8    5    4    2    2    1    1    0    0
  60 |  92   65   46   32   23   16   11    8    5    4    2    2    1    1    0    0
  61 |  94   66   47   33   23   16   11    8    5    4    2    2    1    1    0    0
  62 |  95   67   47   33   23   16   11    8    5    4    2    2    1    1    0    0
  63 |  96   68   48   34   24   17   12    8    6    4    3    2    1    1    0    0
  64 |  98   69   49   34   24   17   12    8    6    4    3    2    1    1    0    0
  65 |  99   70   49   35   24   17   12    8    6    4    3    2    1    1    0    0
  66 | 101   71   50   35   25   17   12    8    6    4    3    2    1    1    0    0
  67 | 102   72   51   36   25   18   12    9    6    4    3    2    1    1    0    0
  68 | 104   73   52   36   26   18   13    9    6    4    3    2    1    1    0    0
  69 | 105   74   52   37   26   18   13    9    6    4    3    2    1    1    0    0
  70 | 107   75   53   37   26   18   13    9    6    4    3    2    1    1    0    0
  71 | 108   76   54   38   27   19   13    9    6    4    3    2    1    1    0    0
  72 | 110   77   55   38   27   19   13    9    6    4    3    2    1    1    0    0
  73 | 111   78   55   39   27   19   13    9    6    4    3    2    1    1    0    0
  74 | 112   79   56   39   28   19   14    9    7    4    3    2    1    1    0    0
  75 | 114   80   57   40   28   20   14   10    7    5    3    2    1    1    0    0
  76 | 115   81   57   40   28   20   14   10    7    5    3    2    1    1    0    0
  77 | 116   82   58   41   29   20   14   10    7    5    3    2    1    1    0    0
  78 | 118   83   59   41   29   20   14   10    7    5    3    2    1    1    0    0
  79 | 119   84   59   42   29   21   14   10    7    5    3    2    1    1    0    0
  80 | 120   85   60   42   30   21   15   10    7    5    3    2    1    1    0    0
  81 | 122   86   61   43   30   21   15   10    7    5    3    2    1    1    0    0
  82 | 123   87   61   43   30   21   15   10    7    5    3    2    1    1    0    0
  83 | 125   88   62   44   31   22   15   11    7    5    3    2    1    1    0    0
  84 | 126   89   63   44   31   22   15   11    7    5    3    2    1    1    0    0
  85 | 128   90   64   45   32   22   16   11    8    5    4    2    2    1    1    0
  86 | 129   91   64   45   32   22   16   11    8    5    4    2    2    1    1    0
  87 | 130   92   65   46   32   23   16   11    8    5    4    2    2    1    1    0
  88 | 131   93   65   46   32   23   16   11    8    5    4    2    2    1    1    0
  89 | 133   94   66   47   33   23   16   11    8    5    4    2    2    1    1    0
  90 | 134   95   67   47   33   23   16   11    8    5    4    2    2    1    1    0
  91 | 135   96   67   48   33   24   16   12    8    6    4    3    2    1    1    0
  92 | 137   97   68   48   34   24   17   12    8    6    4    3    2    1    1    0
  93 | 138   97   69   48   34   24   17   12    8    6    4    3    2    1    1    0
  94 | 140   99   70   49   35   24   17   12    8    6    4    3    2    1    1    0
  95 | 141   99   70   49   35   24   17   12    8    6    4    3    2    1    1    0
  96 | 142  100   71   50   35   25   17   12    8    6    4    3    2    1    1    0
  97 | 143  101   71   50   35   25   17   12    8    6    4    3    2    1    1    0
  98 | 145  102   72   51   36   25   18   12    9    6    4    3    2    1    1    0
  99 | 146  103   73   51   36   25   18   12    9    6    4    3    2    1    1    0
 100 | 147  104   73   52   36   26   18   13    9    6    4    3    2    1    1    0
 101 | 149  105   74   52   37   26   18   13    9    6    4    3    2    1    1    0
 102 | 150  106   75   53   37   26   18   13    9    6    4    3    2    1    1    0
 103 | 151  107   75   53   37   26   18   13    9    6    4    3    2    1    1    0
 104 | 152  107   76   53   38   26   19   13    9    6    4    3    2    1    1    0
 105 | 153  108   76   54   38   27   19   13    9    6    4    3    2    1    1    0
 106 | 155  109   77   54   38   27   19   13    9    6    4    3    2    1    1    0
 107 | 156  110   78   55   39   27   19   13    9    6    4    3    2    1    1    0
 108 | 157  111   78   55   39   27   19   13    9    6    4    3    2    1    1    0
 109 | 159  112   79   56   39   28   19   14    9    7    4    3    2    1    1    0
 110 | 160  113   80   56   40   28   20   14   10    7    5    3    2    1    1    0
 111 | 161  114   80   57   40   28   20   14   10    7    5    3    2    1    1    0
 112 | 162  114   81   57   40   28   20   14   10    7    5    3    2    1    1    0
 113 | 163  115   81   57   40   28   20   14   10    7    5    3    2    1    1    0
 114 | 165  116   82   58   41   29   20   14   10    7    5    3    2    1    1    0
 115 | 166  117   83   58   41   29   20   14   10    7    5    3    2    1    1    0
 116 | 167  118   83   59   41   29   20   14   10    7    5    3    2    1    1    0
 117 | 168  119   84   59   42   29   21   14   10    7    5    3    2    1    1    0
 118 | 169  119   84   59   42   29   21   14   10    7    5    3    2    1    1    0
 119 | 171  120   85   60   42   30   21   15   10    7    5    3    2    1    1    0
 120 | 172  121   86   60   43   30   21   15   10    7    5    3    2    1    1    0
 121 | 173  122   86   61   43   30   21   15   10    7    5    3    2    1    1    0
 122 | 174  123   87   61   43   30   21   15   10    7    5    3    2    1    1    0
 123 | 175  124   87   62   43   31   21   15   10    7    5    3    2    1    1    0
 124 | 176  124   88   62   44   31   22   15   11    7    5    3    2    1    1    0
 125 | 177  125   88   62   44   31   22   15   11    7    5    3    2    1    1    0
 126 | 179  126   89   63   44   31   22   15   11    7    5    3    2    1    1    0
 127 | 180  127   90   63   45   31   22   15   11    7    5    3    2    1    1    0
 128 | 181  128   90   64   45   32   22   16   11    8    5    4    2    2    1    1
 129 | 182  128   91   64   45   32   22   16   11    8    5    4    2    2    1    1
 130 | 183  129   91   64   45   32   22   16   11    8    5    4    2    2    1    1
 131 | 184  130   92   65   46   32   23   16   11    8    5    4    2    2    1    1
 132 | 185  131   92   65   46   32   23   16   11    8    5    4    2    2    1    1
 133 | 186  131   93   65   46   32   23   16   11    8    5    4    2    2    1    1
 134 | 187  132   93   66   46   33   23   16   11    8    5    4    2    2    1    1
 135 | 188  133   94   66   47   33   23   16   11    8    5    4    2    2    1    1
 136 | 189  134   94   67   47   33   23   16   11    8    5    4    2    2    1    1
 137 | 190  134   95   67   47   33   23   16   11    8    5    4    2    2    1    1
 138 | 191  135   95   67   47   33   23   16   11    8    5    4    2    2    1    1
 139 | 192  136   96   68   48   34   24   17   12    8    6    4    3    2    1    1
 140 | 193  137   96   68   48   34   24   17   12    8    6    4    3    2    1    1
 141 | 194  137   97   68   48   34   24   17   12    8    6    4    3    2    1    1
 142 | 195  138   97   69   48   34   24   17   12    8    6    4    3    2    1    1
 143 | 196  139   98   69   49   34   24   17   12    8    6    4    3    2    1    1
 144 | 198  140   99   70   49   35   24   17   12    8    6    4    3    2    1    1
 145 | 199  140   99   70   49   35   24   17   12    8    6    4    3    2    1    1
 146 | 199  141   99   70   49   35   24   17   12    8    6    4    3    2    1    1
 147 | 200  141  100   70   50   35   25   17   12    8    6    4    3    2    1    1
 148 | 201  142  100   71   50   35   25   17   12    8    6    4    3    2    1    1
 149 | 202  143  101   71   50   35   25   17   12    8    6    4    3    2    1    1
 150 | 203  144  101   72   50   36   25   18   12    9    6    4    3    2    1    1
 151 | 204  144  102   72   51   36   25   18   12    9    6    4    3    2    1    1
 152 | 205  145  102   72   51   36   25   18   12    9    6    4    3    2    1    1
 153 | 206  146  103   73   51   36   25   18   12    9    6    4    3    2    1    1
 154 | 207  146  103   73   51   36   25   18   12    9    6    4    3    2    1    1
 155 | 208  147  104   73   52   36   26   18   13    9    6    4    3    2    1    1
 156 | 209  147  104   73   52   36   26   18   13    9    6    4    3    2    1    1
 157 | 210  148  105   74   52   37   26   18   13    9    6    4    3    2    1    1
 158 | 211  149  105   74   52   37   26   18   13    9    6    4    3    2    1    1
 159 | 211  149  105   74   52   37   26   18   13    9    6    4    3    2    1    1
 160 | 213  150  106   75   53   37   26   18   13    9    6    4    3    2    1    1
 161 | 213  151  106   75   53   37   26   18   13    9    6    4    3    2    1    1
 162 | 214  151  107   75   53   37   26   18   13    9    6    4    3    2    1    1
 163 | 215  152  107   76   53   38   26   19   13    9    6    4    3    2    1    1
 164 | 215  152  107   76   53   38   26   19   13    9    6    4    3    2    1    1
 165 | 217  153  108   76   54   38   27   19   13    9    6    4    3    2    1    1
 166 | 217  153  108   76   54   38   27   19   13    9    6    4    3    2    1    1
 167 | 218  154  109   77   54   38   27   19   13    9    6    4    3    2    1    1
 168 | 219  155  109   77   54   38   27   19   13    9    6    4    3    2    1    1
 169 | 220  155  110   77   55   38   27   19   13    9    6    4    3    2    1    1
 170 | 221  156  110   78   55   39   27   19   13    9    6    4    3    2    1    1
 171 | 221  156  110   78   55   39   27   19   13    9    6    4    3    2    1    1
 172 | 222  157  111   78   55   39   27   19   13    9    6    4    3    2    1    1
 173 | 223  158  111   79   55   39   27   19   13    9    6    4    3    2    1    1
 174 | 224  158  112   79   56   39   28   19   14    9    7    4    3    2    1    1
 175 | 224  159  112   79   56   39   28   19   14    9    7    4    3    2    1    1
 176 | 225  159  112   79   56   39   28   19   14    9    7    4    3    2    1    1
 177 | 226  159  113   79   56   39   28   19   14    9    7    4    3    2    1    1
 178 | 227  160  113   80   56   40   28   20   14   10    7    5    3    2    1    1
 179 | 227  161  113   80   56   40   28   20   14   10    7    5    3    2    1    1
 180 | 228  161  114   80   57   40   28   20   14   10    7    5    3    2    1    1
 181 | 229  162  114   81   57   40   28   20   14   10    7    5    3    2    1    1
 182 | 229  162  114   81   57   40   28   20   14   10    7    5    3    2    1    1
 183 | 230  162  115   81   57   40   28   20   14   10    7    5    3    2    1    1
 184 | 231  163  115   81   57   40   28   20   14   10    7    5    3    2    1    1
 185 | 231  163  115   81   57   40   28   20   14   10    7    5    3    2    1    1
 186 | 232  164  116   82   58   41   29   20   14   10    7    5    3    2    1    1
 187 | 232  164  116   82   58   41   29   20   14   10    7    5    3    2    1    1
 188 | 233  165  116   82   58   41   29   20   14   10    7    5    3    2    1    1
 189 | 234  165  117   82   58   41   29   20   14   10    7    5    3    2    1    1
 190 | 234  166  117   83   58   41   29   20   14   10    7    5    3    2    1    1
 191 | 235  166  117   83   58   41   29   20   14   10    7    5    3    2    1    1
 192 | 236  166  118   83   59   41   29   20   14   10    7    5    3    2    1    1
 193 | 236  167  118   83   59   41   29   20   14   10    7    5    3    2    1    1
 194 | 237  167  118   83   59   41   29   20   14   10    7    5    3    2    1    1
 195 | 238  168  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 196 | 238  168  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 197 | 239  169  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 198 | 239  169  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 199 | 239  169  119   84   59   42   29   21   14   10    7    5    3    2    1    1
 200 | 240  170  120   85   60   42   30   21   15   10    7    5    3    2    1    1
 201 | 241  170  120   85   60   42   30   21   15   10    7    5    3    2    1    1
 202 | 241  171  120   85   60   42   30   21   15   10    7    5    3    2    1    1
 203 | 241  171  120   85   60   42   30   21   15   10    7    5    3    2    1    1
 204 | 242  171  121   85   60   42   30   21   15   10    7    5    3    2    1    1
 205 | 243  172  121   86   60   43   30   21   15   10    7    5    3    2    1    1
 206 | 243  172  121   86   60   43   30   21   15   10    7    5    3    2    1    1
 207 | 243  172  121   86   60   43   30   21   15   10    7    5    3    2    1    1
 208 | 244  172  122   86   61   43   30   21   15   10    7    5    3    2    1    1
 209 | 245  173  122   86   61   43   30   21   15   10    7    5    3    2    1    1
 210 | 245  173  122   86   61   43   30   21   15   10    7    5    3    2    1    1
 211 | 245  173  122   86   61   43   30   21   15   10    7    5    3    2    1    1
 212 | 246  174  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 213 | 246  174  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 214 | 247  174  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 215 | 247  174  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 216 | 247  175  123   87   61   43   30   21   15   10    7    5    3    2    1    1
 217 | 248  175  124   87   62   43   31   21   15   10    7    5    3    2    1    1
 218 | 248  175  124   87   62   43   31   21   15   10    7    5    3    2    1    1
 219 | 249  176  124   88   62   44   31   22   15   11    7    5    3    2    1    1
 220 | 249  176  124   88   62   44   31   22   15   11    7    5    3    2    1    1
 221 | 249  176  124   88   62   44   31   22   15   11    7    5    3    2    1    1
 222 | 249  176  124   88   62   44   31   22   15   11    7    5    3    2    1    1
 223 | 250  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 224 | 250  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 225 | 250  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 226 | 251  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 227 | 251  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 228 | 251  178  125   89   62   44   31   22   15   11    7    5    3    2    1    1
 229 | 251  178  125   89   62   44   31   22   15   11    7    5    3    2    1    1
 230 | 251  178  125   89   62   44   31   22   15   11    7    5    3    2    1    1
 231 | 252  178  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 232 | 252  178  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 233 | 252  178  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 234 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 235 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 236 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 237 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 238 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 239 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 240 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 241 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 242 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 243 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 244 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 245 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 246 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 247 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 248 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 249 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 250 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 251 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 252 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 253 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 254 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 255 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 256 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 257 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 258 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 259 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 260 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 261 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 262 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 263 | 255  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 264 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 265 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 266 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 267 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 268 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 269 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 270 | 254  180  127   90   63   45   31   22   15   11    7    5    3    2    1    1
 271 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 272 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 273 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 274 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 275 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 276 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 277 | 253  179  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 278 | 252  178  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 279 | 252  178  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 280 | 252  178  126   89   63   44   31   22   15   11    7    5    3    2    1    1
 281 | 251  178  125   89   62   44   31   22   15   11    7    5    3    2    1    1
 282 | 251  178  125   89   62   44   31   22   15   11    7    5    3    2    1    1
 283 | 251  178  125   89   62   44   31   22   15   11    7    5    3    2    1    1
 284 | 251  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 285 | 251  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 286 | 250  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 287 | 250  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 288 | 250  177  125   88   62   44   31   22   15   11    7    5    3    2    1    1
 289 | 249  176  124   88   62   44   31   22   15   11    7    5    3    2    1    1
